ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursment Price,Price Type,Benefit Status,MFR,Interchangeabiilty Flag
A04AA01,ondansetron OD 4mg tab/film,2444674,Sandoz Ondansetron ODT 4mg Tab,DNP,2.5556,P,E,SDZ,Y
A04AA01,ondansetron OD 8mg tab/film,2239373,Zofran ODT 8mg Tab,DNP,4.993,M,E,NVR,Y
A04AA01,ondansetron OD 8mg tab/film,2389991,Ondissolve ODF 8mg Film,DNP,4.993,M,E,TAK,Y
A04AA01,ondansetron OD 8mg tab/film,2444682,Sandoz Ondansetron ODT 8mg Tab,DNP,4.993,M,E,SDZ,Y
A04AA02,granisetron 1mg tab,2185881,Kytril 1mg Tab (discontinued),,,,,HLR,Y
A04AA02,granisetron 1mg tab,2308894,Apo-Granisetron 1mg Tab,DNP,9,M,E,APX,Y
A04AA02,granisetron 1mg tab,2452359,NAT-Granisetron 1mg Tab,DNP,9,M,E,NAT,Y
A04AA05,,2381710,Aloxi 0.25mg/5mL Inj,,,,,PFR,N
A04AA05,,2381729,Aloxi 0.5mg Cap,,,,,PFR,N
A04AD01,hyoscine butylbromide 20mg/mL inj,363839,Buscopan 20mg/mL Inj (discontinued),,,,,BOE,Y
A04AD01,hyoscine butylbromide 20mg/mL inj,2229868,Hyoscine Butylbromide 20mg/mL Inj,DNP,4.52,M,SF,SDZ,Y
A04AD01,,363812,Buscopan 10mg Tab,DNP,0.3484,L,SF,SAV,N
A04AD01,,541869,Scopolamine 0.4mg/mL Inj,DNP,4.89,L,SFC,HOS,N
A04AD01,,541877,Scopolamine 0.6mg/mL Inj,DNP,5.36,L,SFC,HOS,N
A04AD01,,80024336,Transderm-V 1.5mg Patch,,,,,NVR,N
A04AD11,nabilone 0.25mg cap,2312263,Cesamet 0.25mg Cap,DN,1.0471,M,SFC,VLN,Y
A04AD11,nabilone 0.25mg cap,2392925,Teva-Nabilone 0.25mg Cap,DN,1.0471,M,SFC,TEV,Y
A04AD11,nabilone 0.5mg cap,2256193,Cesamet 0.5mg Cap,DN,0.7756,M,SFC,VLN,Y
A04AD11,nabilone 0.5mg cap,2380900,pms-Nabilone 0.5mg Cap,DN,0.7756,M,SFC,PMS,Y
A04AD11,nabilone 0.5mg cap,2384884,Teva-Nabilone 0.5mg Cap,DN,0.7756,M,SFC,TEV,Y
A04AD11,nabilone 0.5mg cap,2393581,CO Nabilone 0.5mg Cap,DN,0.7756,M,SFC,ATV,Y
A04AD11,nabilone 1mg cap,548375,Cesamet 1mg Cap,DN,1.5513,M,SFC,VLN,Y
A04AD11,nabilone 1mg cap,2380919,pms-Nabilone 1mg Cap,DN,1.5513,M,SFC,PMS,Y
A04AD11,nabilone 1mg cap,2384892,Teva-Nabilone 1mg Cap,DN,1.5513,M,SFC,TEV,Y
A04AD11,nabilone 1mg cap,2393603,CO Nabilone 1mg Cap,DN,1.5513,M,SFC,ATV,Y
A04AD12,,2298791,Emend 80mg Cap,DNP,32.89,L,E,FRS,N
A04AD12,,2298805,Emend 125mg Cap,DNP,32.89,L,E,FRS,N
A04AD12,,2298813,Emend Tri-Pack Cap,DNP,32.89,L,E,FRS,N
A04AD99,dimenhydrinate 10mg/mL IV inj,13560,Gravol 10mg/mL IV Amp (discontinued),,,,,CHU,Y
A04AD99,dimenhydrinate 10mg/mL IV inj,392731,Dimenhydrinate 10mg/mL IV Amp,,,,,SDZ,Y
A04AD99,dimenhydrinate 50mg/mL IM inj,13579,Gravol l 50mg/mL IM Inj,DNP,1.449,M,SFC,CHU,Y
A04AD99,dimenhydrinate 50mg/mL IM inj,392537,Dimenhydrinate 50mg/mL IM Inj,DNP,1.449,M,SFC,SDZ,Y
A04AD99,,13609,Gravol 100mg Supp,,,,,CHU,N
A04AD99,,13803,Gravol 50mg Tab,,,,,CHU,N
A04AD99,,230197,Gravol 15mg/5mL O/L,,,,,CHU,N
A04AD99,,392545,Dimenhydrinate 100mg (Adult) Supp,,,,,SDZ,N
A04AD99,,392553,Dimenhydrinate 50mg Supp,,,,,SDZ,N
A04AD99,,783595,Gravol 25mg Supp,,,,,CHU,N
A05AA02,ursodiol 250mg tab,2238984,Urso 250mg Tab,DN,0.7636,M,E,AXC,Y
A05AA02,ursodiol 250mg tab,2273497,pms-Ursodiol C 250mg Tab,DN,0.7636,M,E,PMS,Y
A05AA02,ursodiol 250mg tab,2426900,Ursodiol 250mg Tab,DN,0.7636,M,E,GLM,Y
A05AA02,ursodiol 500mg tab,2245894,Urso DS 500mg Tab,DN,1.4483,M,E,AXC,Y
A05AA02,ursodiol 500mg tab,2273500,pms-Ursodiol C 500mg Tab,DN,1.4483,M,E,PMS,Y
A05AA02,ursodiol 500mg tab,2426919,Ursodiol 500mg Tab,DN,1.4483,M,E,GLM,Y
A06AA02,docusate sodium 100mg cap,703494,pms-Docusate Sodium 100mg Cap,DNP,0.0378,M,C,PMS,Y
A06AA02,docusate sodium 100mg cap,2426838,Docusate Sodium 100mg Cap,DNP,0.0378,M,C,SAS,Y
A06AA02,,514888,Selax 100mg Cap,DNP,0.0383,L,C,ODN,N
A06AA02,,695033,Selax 20mg/5mL USP Syr,DNP,0.022,L,C,ODN,N
A06AA02,,703508,pms-Docusate Sodium 4mg/mL Syr,DNP,0.0254,L,C,PMS,N
A06AA02,,716731,Docusate Sodium 100mg Cap,DNP,0.0383,L,C,TAR,N
A06AA02,,870196,ratio-Docusate Sodium 100mg Cap (discontinued),,,,,TEV,N
A06AA02,,870226,ratio-Docusate Sodium 20mg/5mL Syr,DNP,0.0523,L,C,TEV,N
A06AA02,,2020084,Novo-Docusate 100mg Cap,,,,,TEV,N
A06AA02,,2086018,Colace 20mg/5mL Syrup,DNP,0.0232,L,C,ANB,N
A06AA02,,2090163,Colace 10mg/mL Drp,DNP,0.177,L,C,ANB,N
A06AA02,,2106256,Colace 100mg Cap,DNP,0.1567,L,C,ANB,N
A06AA02,,2245946,Jamp-Docusate Sodium 100mg Cap,DNP,0.025,L,C,JPC,N
A06AB02,,3875,Dulcolax 10mg Supp,DNP,1.2033,L,C,BOE,N
A06AB02,,254142,Dulcolax ECT 5mg Tab,DNP,0.201,L,C,BOE,N
A06AB02,,545023,Apo-Bisacodyl 5mg Tab,DNP,0.045,L,C,APX,N
A06AB02,,2246039,Jamp-Bisacodyl 5mg Tab,DNP,0.0405,L,C,JPC,N
A06AB02,,2273411,Bisacodyl-ODAN 5mg Tab,DNP,0.055,L,C,ODN,N
A06AB02,,2361450,Jamp-Bisacodyl 10mg Supp,DNP,0.8333,L,C,JPC,N
A06AB02,,2410893,Jamp-Bisacodyl 5mg Supp,DNP,0.45,L,C,JPC,N
A06AB06,,26158,Senokot 8.6mg Tab,DNP,0.174,L,C,PFR,N
A06AB06,,367729,Senokot 1.7mg/mL Syr,DNP,0.0477,L,C,PFR,N
A06AB06,,896411,pms-Sennosides 8.6mg Tab,DNP,0.0588,L,C,PMS,N
A06AB06,,80009595,Jamp-Sennosides 8.6mg Tab,DNP,0.0488,L,C,JPC,N
A06AB56,,26123,Senokot S 8.6mg/50mg Tab,DNP,0.196,L,C,PFR,N
A06AD10,,677442,CoLyte Powder for Solution,DNP,0.0051,L,C,PDP,N
A06AD10,,777838,Peglyte Powder for Solution,DNP,0.0748,L,C,PDP,N
A06AD11,lactulose 667mg/mL o/l,534528,Chronulac 667mg/mL O/L (discontinued),,,,,MER,Y
A06AD11,lactulose 667mg/mL o/l,854409,ratio-Lactulose 667mg/mL O/L,DNP,0.0145,M,E,TEV,Y
A06AD11,lactulose 667mg/mL o/l,2242814,Apo-Lactulose 667mg/mL O/L,DNP,0.0145,M,E,APX,Y
A06AD11,lactulose 667mg/mL o/l,2295881,Jamp-Lactulose 667mg/mL O/L,DNP,0.0145,M,E,JPC,Y
A06AD11,lactulose 667mg/mL o/l,2331551,Teva-Lactulose 667mg/mL O/L,,,,,TEV,Y
A06AD11,lactulose 667mg/mL syrup,703486,pms-Lactulose 667mg/mL Syr,DNP,0.0145,M,E,PMS,Y
A06AD11,lactulose 667mg/mL syrup,2412268,Lactulose 667mg/5mL Syr,DNP,0.0145,M,E,SAS,Y
A06AD15,,2358034,PEG 3350 Pwd Sol,,,,,MSC,N
A06AD19,,262609,Citro Mag 50mg/mL O/L,DNP,0.0156,L,C,ROG,N
A06AD19,,80001809,Citrodan 50mg/mL O/L,DNP,0.0138,L,C,ODN,N
A06AG01,,9911,Fleet Enema,,,,,JNJ,N
A06AH01,,2308215,Relistor 20mg/mL Inj,,,,,PFI,N
A06AX04,,2417162,Constella 145mcg Cap,,,,,ALL,N
A06AX04,,2417170,Constella 290mcg Cap,,,,,ALL,N
A06AX05,,2377012,Resotran 1mg Tab,,,,,JAN,N
A06AX05,,2377020,Resotran 2mg Tab,,,,,JAN,N
A07AA02,"nystatin 100,000iu o/l",248169,"Mycostatin 100,000iu/mL Oral Susp (discontinued)",,,,,BRI,Y
A07AA02,"nystatin 100,000iu o/l",2194201,"ratio-Nystatin 100,000iu/mL Oral Drops",DNP,0.074,M,SFC,TEV,Y
A07AA02,,792667,"pms-Nystatin 100,000iu/mL Oral Susp",DNP,0.0598,L,SFC,PMS,N
A07AA02,,2433443,"Jamp-Nystatin 100,000iu/mL Oral Susp",DNP,0.074,L,SFC,JPC,N
A07AA06,,2078759,Humatin 250mg Cap,,,,,ERF,N
A07AA11,,2410702,Zaxine 550mg Tab,DNP,7.84,L,E,LUP,N
A07AA12,,2387174,Dificid 200mg Tab,DNP,94.6,L,E,FRS,N
A07BB99,,2097079,PeptoBismol 17.6mg/mL O/L,,,,,PGA,N
A07BB99,,2177994,PeptoBismol 262mg Cap,,,,,PGA,N
A07CA99,,1931563,Gastrolyte Sachet,,,,,SAV,N
A07DA01,,36323,Lomotil 2.5mg Tab,DN,0.5023,L,SFC,PFI,N
A07DA02,,1901869,Sandoz Opium & Belladonna 65mg/15mg Supp,DN,5.2717,L,SFC,SDZ,N
A07DA03,loperamide 2mg caplet,2132591,Novo-Loperamide 2mg Caplet,DNP,0.0953,M,SFC,TEV,Y
A07DA03,loperamide 2mg caplet,2183862,Imodium 2mg Caplet (discontinued),,,,,JNJ,Y
A07DA03,loperamide 2mg caplet,2212005,Apo-Loperamide 2mg Caplet,DNP,0.0953,M,SFC,APX,Y
A07DA03,loperamide 2mg caplet,2228351,pms-Loperamide 2mg Caplet,DNP,0.0953,M,SFC,PMS,Y
A07DA03,loperamide HCl 0.2mg/mL o/l,2016095,pms-Loperamide 0.2mg/mL O/L,DNP,0.1677,M,SFC,PMS,Y
A07DA03,loperamide HCl 0.2mg/mL o/l,2183323,Imodium 0.2mg/mL O/L (discontinued),,,,,JNJ,Y
A07DA03,,2256452,Jamp-Loperamide 2mg Tab,DNP,0.0953,P,SFC,JPC,N
A07EA02,,579335,Cortifoam,DNP,7.4847,L,SF,PAL,N
A07EA02,,2112736,Cortenema 100mg/60mL Susp,DNP,0.1262,L,SF,ALL,N
A07EA04,,2060884,Betnesol 5mg/100mL Retention Enema,DNP,0.1182,L,SF,PAL,N
A07EA06,,2052431,Entocort 0.02mg/mL Enema,DNP,9.4314,L,SF,TPG,N
A07EA06,,2229293,Entocort 3mg Cap,DNP,1.811,L,SF,TPG,N
A07EB01,,500895,Nalcrom 100mg Cap,DNP,1.5491,L,SF,SAV,N
A07EC01,Children 12 Years and Under,903449,Sulfasalazine Oral Suspension,DNP,,,F,CPD,N
A07EC01,,598461,pms-Sulfasalazine 500mg Tab,DNP,0.255,L,SF,PMS,N
A07EC01,,598488,pms-Sulfasalazine EC 500mg Tab,DNP,0.388,L,SF,PMS,N
A07EC01,,2064472,Salazopyrin 500mg Entabs,DNP,0.5031,L,SF,PFI,N
A07EC01,,2064480,Salazopyrin 500mg Tab,DNP,0.3298,L,SF,PFI,N
A07EC02,5-aminosalicylic acid 400mg tab,1997580,Asacol 400mg Tab,DNP,0.4899,M,SF,ALL,Y
A07EC02,5-aminosalicylic acid 400mg tab,2171929,Novo-5-ASA 400mg EC Tab,DNP,0.4899,M,SF,TEV,Y
A07EC02,,2099683,Pentasa 500mg Tab,DNP,0.5895,L,SF,FEI,N
A07EC02,,2112760,Salofalk 500mg Supp,DNP,1.405,L,SF,ALL,N
A07EC02,,2112787,Salofalk 500mg Tab,DNP,0.6295,L,SF,ALL,N
A07EC02,,2112795,Salofalk 2g/60g Rectal Susp,DNP,0.0733,L,SF,ALL,N
A07EC02,,2112809,Salofalk 4g/60g Rectal Susp,DNP,0.1244,L,SF,ALL,N
A07EC02,,2153521,Pentasa 1g/100mL Rectal Susp,DNP,0.0461,L,SF,FEI,N
A07EC02,,2153556,Pentasa 4g/100mL Rectal Susp,DNP,0.0581,L,SF,FEI,N
A07EC02,,2153564,Pentasa 1g Supp,DNP,1.9213,L,SF,FEI,N
A07EC02,,2242146,Salofalk 1g Supp,DNP,2.0638,L,SF,ALL,N
A07EC02,,2267217,Asacol 800 (800mg) Tab,DNP,1.1357,L,SF,ALL,N
A07EC02,,2297558,Mezavant 1.2g Tab,DNP,1.7079,L,SF,SHI,N
A07EC03,,2063808,Dipentum 250mg Cap,DNP,0.6143,L,SF,SLP,N
A07FA01,,80017987,Bacid Cap,DNP,1,L,SF,ERF,N
A08AB01,,2240325,Xenical 120mg Cap,,,,,HLR,N
A09AA02,,263818,Cotazym Cap,DNP,0.2205,L,SF,FRS,N
A09AA02,,502790,Cotazym ECS 8 Cap,DNP,0.398,L,SF,FRS,N
A09AA02,,789429,Pancrease MT 16 Cap,DNP,2.7714,L,SF,JAN,N
A09AA02,,789437,Pancrease MT 10 Cap,DNP,1.7322,L,SF,JAN,N
A09AA02,,789445,Pancrease MT 4 Cap,DNP,0.6928,L,SF,JAN,N
A09AA02,,821373,Cotazym ECS 20 Cap,DNP,1.0436,L,SF,FRS,N
A09AA02,,1985205,Creon 25 Minimicrospheres,DNP,0.8507,L,SF,ABB,N
A09AA02,,2200104,Creon 10 Minimicrospheres,DNP,0.2723,L,SF,ABB,N
A09AA02,,2230019,Viokase Tab,DNP,0.2608,L,SF,ALL,N
A09AA02,,2241933,Viokase 16 Tab,DNP,0.4002,L,SF,ALL,N
A09AA02,,2415194,Creon 6 Minimicrospheres,DNP,0.1703,L,SF,ABB,N
A09AA02,,2445158,Creon Minimicrospheres Micro,DNP,1.703,L,SF,BGP,N
A09AA04,,2230653,Lactaid Regular Strength Tab,,,,,JNJ,N
A10AB01,,586714,Humulin R Insulin,DNP,2.463,L,SFD,LIL,N
A10AB01,,1959220,Humulin R Cartridges,DNP,3.222,L,SFD,LIL,N
A10AB01,,2024233,Novolin GE Toronto Insulin,DNP,2.329,L,SFD,NNO,N
A10AB01,,2024284,Novolin GE Toronto Penfill,DNP,3.048,L,SFD,NNO,N
A10AB04,,2229704,Humalog Insulin,DNP,2.964,L,E*,LIL,N
A10AB04,,2229705,Humalog Cartridges,DNP,3.9253,L,E*,LIL,N
A10AB04,,2403412,Humalog KwikPen,DNP,3.8973,L,E*,LIL,N
A10AB05,,2244353,NovoRapid 100iu/mL Penfill Ins,DNP,4.042,L,SFD,NNO,N
A10AB05,,2245397,NovoRapid 100iu/mL Vial Ins,DNP,2.99,L,SFD,NNO,N
A10AB05,,2265435,NovoMix 30 Penfill,,,,,NNO,N
A10AB05,,2377209,NovoRapid Flextouch 100iu/mL Prefilled Pen,DNP,4.208,L,SFD,NNO,N
A10AB06,,2279460,Apidra 10mL Vial,DNP,2.596,L,SFD,SAV,N
A10AB06,,2279479,Apidra 3mL Cartridges,DNP,3.43,L,SFD,SAV,N
A10AB06,,2294346,Apidra Solostar 3mL Prefilled Pen,DNP,3.4633,L,SFD,SAV,N
A10AC01,,587737,Humulin N Insulin,DNP,2.463,L,SFD,LIL,N
A10AC01,,1959239,Humulin N Cartridges,DNP,3.222,L,SFD,LIL,N
A10AC01,,2024225,Novolin GE NPH Insulin,DNP,2.382,L,SFD,NNO,N
A10AC01,,2024268,Novolin GE NPH Penfill,DNP,3.1213,L,SFD,NNO,N
A10AC01,,2403447,Humulin N KwikPen,DNP,3.222,L,SFD,LIL,N
A10AD01,,795879,Humulin 30/70 Insulin,DNP,2.463,L,SFD,LIL,N
A10AD01,,1959212,Humulin 30/70 Cartridges,DNP,3.222,L,SFD,LIL,N
A10AD01,,2024217,Novolin GE 30/70 Insulin,DNP,2.393,L,SFD,NNO,N
A10AD01,,2024314,Novolin GE 40/60 Penfill,DNP,3.1073,L,SFD,NNO,N
A10AD01,,2024322,Novolin GE 50/50 Penfill,DNP,3.1073,L,SFD,NNO,N
A10AD01,,2025248,Novolin GE 30/70 Penfill,DNP,3.0853,L,SFD,NNO,N
A10AD04,,2240294,Humalog Mix25 Cartridges,,,,,LIL,N
A10AD04,,2240296,Humalog Mix25 Vial,,,,,LIL,N
A10AD04,,2240297,Humalog Mix50 Cartridges,,,,,LIL,N
A10AD04,,2403420,Humalog Mix25 KwikPen,,,,,LIL,N
A10AD04,,2403439,Humalog Mix50 KwikPen,,,,,LIL,N
A10AE04,,2245689,Lantus 100iu/mL Vial,DNP,6.169,L,E,SAV,N
A10AE04,,2251930,Lantus 100iu/mL Cartridge,DNP,6.19,L,E,SAV,N
A10AE04,,2294338,Lantus 100iu/mL Solostar Prefilled Pen,DNP,6.19,L,E,SAV,N
A10AE04,,2444844,Basaglar 100iu/mL Cartridge,DNP,4.6427,L,SF,LIL,N
A10AE04,,2444852,Basaglar 100iu/mL Kwikpen,DNP,4.6427,L,SF,LIL,N
A10AE04,,2461528,Basaglar 100iu/mL Kwikpen,DNP,4.6425,L,SF,LIL,N
A10AE05,,2271842,Levemir 100iu/mL Penfill,DNP,7.1013,L,E,NNO,N
A10AE05,,2412829,Levemir FlexTouch 100iu/mL Prefilled Pen,DNP,7.2593,L,E,NNO,N
A10BA02,metformin 1000mg ER tab,2300451,Glumetza 1000mg Tab,,,,,VLN,Y
A10BA02,metformin 1000mg ER tab,2460653,Apo-Metformin ER 1000mg Tab,,,,,APX,Y
A10BA02,metformin 500mg ER tab,2268493,Glumetza 500mg Tab,,,,,VLN,Y
A10BA02,metformin 500mg ER tab,2305062,Apo-Metformin ER 500mg Tab,,,,,APX,Y
A10BA02,metformin HCl 500mg tab,2099233,Glucophage 500mg Tab,DNP,0.0247,M,SFD,SAV,Y
A10BA02,metformin HCl 500mg tab,2148765,MYLAN-Metformin 500mg Tab (discontinued),,,,,MYL,Y
A10BA02,metformin HCl 500mg tab,2167786,Apo-Metformin 500mg Tab,DNP,0.0247,M,SFD,APX,Y
A10BA02,metformin HCl 500mg tab,2223562,pms-Metformin 500mg Tab,DNP,0.0247,M,SFD,PMS,Y
A10BA02,metformin HCl 500mg tab,2242974,ratio-Metformin 500mg Tab,DNP,0.0247,M,SFD,TEV,Y
A10BA02,metformin HCl 500mg tab,2246820,Sandoz Metformin FC 500mg Tab,DNP,0.0247,M,SFD,SDZ,Y
A10BA02,metformin HCl 500mg tab,2257726,ACT Metformin 500mg Tab,DNP,0.0247,M,SFD,ATV,Y
A10BA02,metformin HCl 500mg tab,2269031,RAN-Metformin 500mg Tab Tab,DNP,0.0247,M,SFD,RAN,Y
A10BA02,metformin HCl 500mg tab,2353377,Metformin 500mg Tab (SAS),DNP,0.0247,M,SFD,SAS,Y
A10BA02,metformin HCl 500mg tab,2378620,Mar-Metformin 500mg Tab (discontinued),,,,,MAR,Y
A10BA02,metformin HCl 500mg tab,2378841,Metformin 500mg Tab (MAR),,,,,MAR,Y
A10BA02,metformin HCl 500mg tab,2379767,Septa-Metformin 500mg Tab,DNP,0.0247,M,SFD,SPT,Y
A10BA02,metformin HCl 500mg tab,2380196,Jamp-Metformin 500mg Tab,DNP,0.0247,M,SFD,JPC,Y
A10BA02,metformin HCl 500mg tab,2380722,Jamp-Metformin Blackberry 500mg Tab,,,,,JPC,Y
A10BA02,metformin HCl 500mg tab,2385341,Metformin FC 500mg Tab,DNP,0.0247,M,SFD,SIV,Y
A10BA02,metformin HCl 500mg tab,2388766,MINT-Metformin 500mg Tab,,,,,MNT,Y
A10BA02,metformin HCl 500mg tab,2438275,Auro-Metformin 500mg Tab,DNP,0.0247,M,SFD,ARO,Y
A10BA02,metformin HCl 850mg tab,2162849,Glucophage 850mg Tab,DNP,0.0339,M,SFD,SAV,Y
A10BA02,metformin HCl 850mg tab,2229656,MYLAN-Metformin 850mg Tab (discontinued),,,,,MYL,Y
A10BA02,metformin HCl 850mg tab,2229785,Apo-Metformin 850mg Tab,DNP,0.0339,M,SFD,APX,Y
A10BA02,metformin HCl 850mg tab,2242589,pms-Metformin 850mg Tab,DNP,0.0339,M,SFD,PMS,Y
A10BA02,metformin HCl 850mg tab,2242931,ratio-Metformin 850mg Tab,DNP,0.0339,M,SFD,TEV,Y
A10BA02,metformin HCl 850mg tab,2246821,Sandoz Metformin FC 850mg Tab,DNP,0.0339,M,SFD,SDZ,Y
A10BA02,metformin HCl 850mg tab,2257734,ACT Metformin 850mg Tab,DNP,0.0339,M,SFD,ATV,Y
A10BA02,metformin HCl 850mg tab,2269058,RAN-Metformin 850mg Tab,DNP,0.0339,M,SFD,RAN,Y
A10BA02,metformin HCl 850mg tab,2353385,Metformin 850mg Tab (SAS),DNP,0.0339,M,SFD,SAS,Y
A10BA02,metformin HCl 850mg tab,2378639,Mar-Metformin 850mg Tab (discontinued),,,,,MAR,Y
A10BA02,metformin HCl 850mg tab,2378868,Metformin 850mg Tab (MAR),,,,,MAR,Y
A10BA02,metformin HCl 850mg tab,2379775,Septa-Metformin 850mg Tab,DNP,0.0339,M,SFD,SPT,Y
A10BA02,metformin HCl 850mg tab,2380218,Jamp-Metformin 850mg Tab,DNP,0.0339,M,SFD,JPC,Y
A10BA02,metformin HCl 850mg tab,2380730,Jamp-Metformin Blackberry 850mg Tab,,,,,JPC,Y
A10BA02,metformin HCl 850mg tab,2385368,Metformin FC 850mg Tab,DNP,0.0339,M,SFD,SIV,Y
A10BA02,metformin HCl 850mg tab,2388774,MINT-Metformin 850mg Tab,,,,,MNT,Y
A10BA02,metformin HCl 850mg tab,2438283,Auro-Metformin 850mg Tab,DNP,0.0339,M,SFD,ARO,Y
A10BB01,glyburide 2.5mg tab,720933,Euglucon 2.5mg Tab (discontinued),,,,,PMS,Y
A10BB01,glyburide 2.5mg tab,1913654,Apo-Glyburide 2.5mg Tab,DNP,0.0321,M,SFD,APX,Y
A10BB01,glyburide 2.5mg tab,1913670,Teva-Glyburide 2.5mg Tab,DNP,0.0321,M,SFD,TEV,Y
A10BB01,glyburide 2.5mg tab,2224550,Diabeta 2.5mg Tab,DNP,0.0321,M,SFD,SAV,Y
A10BB01,glyburide 2.5mg tab,2248008,Sandoz Glyburide 2.5mg Tab (discontinued),,,,,SDZ,Y
A10BB01,glyburide 2.5mg tab,2350459,Glyburide 2.5mg Tab,DNP,0.0321,M,SFD,SAS,Y
A10BB01,glyburide 5mg tab,720941,Euglucon 5mg Tab (discontinued),,,,,PMS,Y
A10BB01,glyburide 5mg tab,1913662,Apo-Glyburide 5mg Tab,DNP,0.0573,M,SFD,APX,Y
A10BB01,glyburide 5mg tab,1913689,Teva-Glyburide 5mg Tab,DNP,0.0573,M,SFD,TEV,Y
A10BB01,glyburide 5mg tab,2224569,Diabeta 5mg Tab,DNP,0.0573,M,SFD,SAV,Y
A10BB01,glyburide 5mg tab,2350467,Glyburide 5mg Tab,DNP,0.0573,M,SFD,SAS,Y
A10BB03,tolbutamide 500mg tab,13889,Mobenol 500mg Tab (discontinued),,,,,HOR,Y
A10BB03,tolbutamide 500mg tab,312762,Tolbutamide 500mg Tab,DNP,0.1134,M,SFD,AAP,Y
A10BB09,gliclazide 30mg MR tab,2242987,Diamicron MR 30mg Tab,DNP,0.0931,M,SFD,SEV,Y
A10BB09,gliclazide 30mg MR tab,2297795,Apo-Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,APX,Y
A10BB09,gliclazide 30mg MR tab,2423286,MINT-Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,MNT,Y
A10BB09,gliclazide 30mg MR tab,2429764,ACT Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,ATV,Y
A10BB09,gliclazide 30mg MR tab,2438658,MYLAN-Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,MYL,Y
A10BB09,gliclazide 30mg MR tab,2461323,Sandoz Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,SDZ,Y
A10BB09,gliclazide 30mg MR tab,2463571,RAN-Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,RAN,Y
A10BB09,gliclazide 60mg MR tab,2356422,Diamicron MR 60mg Tab,DNP,0.0632,M,SFD,SEV,Y
A10BB09,gliclazide 60mg MR tab,2407124,Apo-Gliclazide MR 60mg Tab,DNP,0.0632,M,SFD,APX,Y
A10BB09,gliclazide 60mg MR tab,2423294,MINT-Gliclazide MR 60mg Tab,DNP,0.0632,M,SFD,MNT,Y
A10BB09,gliclazide 60mg MR tab,2439328,RAN-Gliclazide MR 60mg Tab,DNP,0.0632,M,SFD,RAN,Y
A10BB09,gliclazide 60mg MR tab,2461331,Sandoz Gliclazide MR 60mg Tab,DNP,0.0632,M,SFD,SDZ,Y
A10BB09,gliclazide 80mg tab,765996,Diamicron 80mg Tab,DNP,0.0931,M,SFD,SEV,Y
A10BB09,gliclazide 80mg tab,2229519,MYLAN-Gliclazide 80mg Tab (discontinued),,,,,MYL,Y
A10BB09,gliclazide 80mg tab,2238103,Novo-Gliclazide 80mg Tab,DNP,0.0931,M,SFD,TEV,Y
A10BB09,gliclazide 80mg tab,2245247,Apo-Gliclazide 80mg Tab,DNP,0.0931,M,SFD,APX,Y
A10BB09,gliclazide 80mg tab,2287072,Gliclazide 80mg Tab,DNP,0.0931,M,SFD,SAS,Y
A10BB12,glimepiride 1mg tab,2245272,Amaryl 1mg Tab,,,,,SAV,Y
A10BB12,glimepiride 1mg tab,2269589,Sandoz Glimepiride 1mg Tab,,,,,SDZ,Y
A10BB12,glimepiride 1mg tab,2295377,Apo-Glimepiride 1mg Tab,,,,,APX,Y
A10BB12,glimepiride 2mg tab,2245273,Amaryl 2mg Tab,,,,,SAV,Y
A10BB12,glimepiride 2mg tab,2269597,Sandoz Glimepiride 2mg Tab,,,,,SDZ,Y
A10BB12,glimepiride 2mg tab,2295385,Apo-Glimepiride 2mg Tab,,,,,APX,Y
A10BB12,glimepiride 4mg tab,2245274,Amaryl 4mg Tab,,,,,SAV,Y
A10BB12,glimepiride 4mg tab,2269619,Sandoz Glimepiride 4mg Tab,,,,,SDZ,Y
A10BB12,glimepiride 4mg tab,2295393,Apo-Glimepiride 4mg Tab,,,,,APX,Y
A10BD07,,2333856,Janumet 50/500mg Tab,DNP,1.6498,L,E,FRS,N
A10BD07,,2333864,Janumet 50/850mg Tab,DNP,1.6498,L,E,FRS,N
A10BD07,,2333872,Janumet 50/1000mg Tab,DNP,1.6498,L,E,FRS,N
A10BD07,,2416794,Janumet 50/1000mg XR Tab,DNP,1.6498,L,E,FRS,N
A10BD10,,2389169,Komboglyze 2.5mg/500mg Tab,DNP,1.27,L,E,AZE,N
A10BD10,,2389177,Komboglyze 2.5mg/850mg Tab,DNP,1.27,L,E,AZE,N
A10BD10,,2389185,Komboglyze 2.5mg/1000mg Tab,DNP,1.27,L,E,AZE,N
A10BD11,,2403250,Jentadueto 2.5mg/500mg Tab,DNP,1.2086,L,E,BOE,N
A10BD11,,2403269,Jentadueto 2.5g/850mg Tab,DNP,1.2086,L,E,BOE,N
A10BD11,,2403277,Jentadueto 2.5mg/1000mg Tab,DNP,1.2086,L,E,BOE,N
A10BD13,,2417219,Kazano 500/12.5mg Tab,,,,,TAK,N
A10BD13,,2417227,Kazano 850/12.5mg Tab,,,,,TAK,N
