ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursement Price,Price Type,Benefit Status,MFR,Interchangeability Flag
A04AD11,nabilone 0.25mg cap,02312263,Cesamet 0.25mg Cap,DN,1.3962,M,SFC,BSL,Y
A04AD11,nabilone 0.25mg cap,02392925,Teva-Nabilone 0.25mg Cap,DN,1.3962,M,SFC,TEV,Y
A04AD11,nabilone 0.5mg cap,02256193,Cesamet 0.5mg Cap,DN,0.8477,M,SFC,BSL,Y
A04AD11,nabilone 0.5mg cap,02380900,pms-Nabilone 0.5mg Cap,DN,0.8477,M,SFC,PMS,Y
A04AD11,nabilone 0.5mg cap,02384884,Teva-Nabilone 0.5mg Cap,DN,0.8477,M,SFC,TEV,Y
A04AD11,nabilone 0.5mg cap,02393581,CO Nabilone 0.5mg Cap,DN,0.8477,M,SFC,ATV,Y
A04AD11,nabilone 1mg cap,00548375,Cesamet 1mg Cap,DN,1.6953,M,SFC,BSL,Y
A04AD11,nabilone 1mg cap,02380919,pms-Nabilone 1mg Cap,DN,1.6953,M,SFC,PMS,Y
A04AD11,nabilone 1mg cap,02384892,Teva-Nabilone 1mg Cap,DN,1.6953,M,SFC,TEV,Y
A04AD11,nabilone 1mg cap,02393603,CO Nabilone 1mg Cap,DN,1.6953,M,SFC,ATV,Y
A04AD12,,02298791,Emend 80mg Cap,DNP,33.875,L,E,FRS,N
A04AD12,,02298805,Emend 125mg Cap,DNP,33.8767,L,E,FRS,N
A04AD12,,02298813,Emend Tri-Pack Cap,DNP,33.8767,L,E,FRS,N
A04AD99,dimenhydrinate 10mg/mL IV inj,00013560,Gravol 10mg/mL IV Amp (discontinued),,,,,CHU,Y
A04AD99,dimenhydrinate 10mg/mL IV inj,00392731,Dimenhydrinate 10mg/mL IV Amp,,,,,SDZ,Y
A04AD99,dimenhydrinate 50mg/mL IM inj,00013579,Gravol l 50mg/mL IM Inj,DNP,1.449,M,SFC,CHU,Y
A04AD99,dimenhydrinate 50mg/mL IM inj,00392537,Dimenhydrinate 50mg/mL IM Inj,DNP,1.449,M,SFC,SDZ,Y
A04AD99,,00013609,Gravol 100mg Supp,,,,,CHU,N
A04AD99,,00013803,Gravol 50mg Tab,,,,,CHU,N
A04AD99,,00230197,Gravol 15mg/5mL O/L,,,,,CHU,N
A04AD99,,00392545,Dimenhydrinate 100mg (Adult) Supp,,,,,SDZ,N
A04AD99,,00392553,Dimenhydrinate 50mg Supp,,,,,SDZ,N
A04AD99,,00783595,Gravol 25mg Supp,,,,,CHU,N
A05AA02,ursodiol 250mg tab,02238984,Urso 250mg Tab,DN,0.3818,M,E,AXC,Y
A05AA02,ursodiol 250mg tab,02273497,pms-Ursodiol C 250mg Tab,DN,0.3818,M,E,PMS,Y
A05AA02,ursodiol 250mg tab,02426900,Ursodiol 250mg Tab,DN,0.3818,M,E,GLM,Y
A05AA02,ursodiol 250mg tab,02472392,Jamp-Ursodiol 250mg Tab,DN,0.3818,M,E,JPC,Y
A05AA02,ursodiol 500mg tab,02245894,Urso DS 500mg Tab,DN,0.7242,M,E,AXC,Y
A05AA02,ursodiol 500mg tab,02273500,pms-Ursodiol C 500mg Tab,DN,0.7242,M,E,PMS,Y
A05AA02,ursodiol 500mg tab,02426919,Ursodiol 500mg Tab,DN,0.7242,M,E,GLM,Y
A05AA02,ursodiol 500mg tab,02472406,Jamp-Ursodiol 500mg Tab,DN,0.7242,M,E,JPC,Y
A05AA04,,02463121,Ocaliva 5mg Tab,DNP,98.6301,L,E,INT,N
A05AA04,,02463148,Ocaliva 10mg Tab,DNP,98.6301,L,E,INT,N
A06AA02,docusate sodium 100mg cap,00703494,pms-Docusate Sodium 100mg Cap,DNP,0.0378,M,C,PMS,Y
A06AA02,docusate sodium 100mg cap,02426838,Docusate Sodium 100mg Cap,DNP,0.0378,M,C,SAS,Y
A06AA02,,00514888,Selax 100mg Cap,DNP,0.0383,L,C,ODN,N
A06AA02,,00695033,Selax 20mg/5mL USP Syr,DNP,0.022,L,C,ODN,N
A06AA02,,00703508,pms-Docusate Sodium 4mg/mL Syr,DNP,0.0254,L,C,PMS,N
A06AA02,,00716731,Docusate Sodium 100mg Cap,DNP,0.0383,L,C,TAR,N
A06AA02,,00870226,ratio-Docusate Sodium 20mg/5mL Syr,DNP,0.0523,L,C,TEV,N
A06AA02,,02020084,Novo-Docusate 100mg Cap,,,,,TEV,N
A06AA02,,02086018,Colace 20mg/5mL Syrup,DNP,0.0232,L,C,ANB,N
A06AA02,,02090163,Colace 10mg/mL Drp,DNP,0.177,L,C,ANB,N
A06AA02,,02106256,Colace 100mg Cap,DNP,0.1567,L,C,ANB,N
A06AA02,,02245946,Jamp-Docusate Sodium 100mg Cap,DNP,0.025,L,C,JPC,N
A06AB02,,00003875,Dulcolax 10mg Supp,DNP,1.2267,L,C,BOE,N
A06AB02,,00254142,Dulcolax ECT 5mg Tab,DNP,0.201,L,C,BOE,N
A06AB02,,02246039,Jamp-Bisacodyl 5mg Tab,DNP,0.0405,L,C,JPC,N
A06AB02,,02273411,Bisacodyl-ODAN 5mg Tab,DNP,0.055,L,C,ODN,N
A06AB02,,02361450,Jamp-Bisacodyl 10mg Supp,DNP,0.5014,L,C,JPC,N
A06AB02,,02410893,Jamp-Bisacodyl 5mg Supp,DNP,0.45,L,C,JPC,N
A06AB06,,00026158,Senokot 8.6mg Tab,DNP,0.174,L,C,PFR,N
A06AB06,,00367729,Senokot 1.7mg/mL Syr,DNP,0.0477,L,C,PFR,N
A06AB06,,00896411,pms-Sennosides 8.6mg Tab,DNP,0.0588,L,C,PMS,N
A06AB06,,80009595,Jamp-Sennosides 8.6mg Tab,DNP,0.0488,L,C,JPC,N
A06AB56,,00026123,Senokot S 8.6mg/50mg Tab,DNP,0.196,L,C,PFR,N
A06AD10,,00677442,CoLyte Powder for Solution,DNP,0.0055,L,C,PDP,N
A06AD10,,00777838,Peglyte Powder for Solution,DNP,0.0786,L,C,PDP,N
A06AD11,lactulose 667mg/mL o/l,00534528,Chronulac 667mg/mL O/L (discontinued),,,,,MER,Y
A06AD11,lactulose 667mg/mL o/l,00854409,ratio-Lactulose 667mg/mL O/L,DNP,0.0145,M,E,TEV,Y
A06AD11,lactulose 667mg/mL o/l,02295881,Jamp-Lactulose 667mg/mL O/L,DNP,0.0145,M,E,JPC,Y
A06AD11,lactulose 667mg/mL o/l,02331551,Teva-Lactulose 667mg/mL O/L,,,,,TEV,Y
A06AD11,lactulose 667mg/mL syrup,00703486,pms-Lactulose 667mg/mL Syr,DNP,0.0145,M,E,PMS,Y
A06AD11,lactulose 667mg/mL syrup,02412268,Lactulose 667mg/5mL Syr,DNP,0.0145,M,E,SAS,Y
A06AD15,,02358034,PEG 3350 Pwd Sol,,,,,MSC,N
A06AD19,,00262609,Citro Mag 50mg/mL O/L,DNP,0.0156,L,C,ROG,N
A06AD19,,80001809,Citrodan 50mg/mL O/L,DNP,0.0138,L,C,ODN,N
A06AG01,,00009911,Fleet Enema,,,,,JNJ,N
A06AH01,,02308215,Relistor 20mg/mL Inj,,,,,PFI,N
A06AX04,,02417162,Constella 145mcg Cap,,,,,ALL,N
A06AX04,,02417170,Constella 290mcg Cap,,,,,ALL,N
A06AX05,,02377012,Resotran 1mg Tab,,,,,JAN,N
A06AX05,,02377020,Resotran 2mg Tab,,,,,JAN,N
A07AA02,"nystatin 100,000iu o/l",00248169,"Mycostatin 100,000 IU/mL Oral Susp (discontinued)",,,,,BRI,Y
A07AA02,"nystatin 100,000iu o/l",02194201,"ratio-Nystatin 100,000 IU/mL Oral Drops",DNP,0.074,M,SFC,TEV,Y
A07AA02,,00792667,"pms-Nystatin 100,000 IU/mL Oral Susp",DNP,0.0598,L,SFC,PMS,N
A07AA02,,02433443,"Jamp-Nystatin 100,000 IU/mL Oral Susp",DNP,0.074,L,SFC,JPC,N
A07AA06,,02078759,Humatin 250mg Cap,,,,,ERF,N
A07AA11,,02410702,Zaxine 550mg Tab,DNP,7.9968,L,E,LUP,N
A07AA12,,02387174,Dificid 200mg Tab,DNP,94.6,L,E,FRS,N
A07BB99,,02097079,PeptoBismol 17.6mg/mL O/L,,,,,PGA,N
A07BB99,,02177994,PeptoBismol 262mg Cap,,,,,PGA,N
A07CA99,,01931563,Gastrolyte Sachet,,,,,SAV,N
A07DA01,,00036323,Lomotil 2.5mg Tab,DN,0.5143,L,SFC,PFI,N
A07DA02,,01901869,Sandoz Opium & Belladonna 65mg/15mg Supp,DN,5.2717,L,SFC,SDZ,N
A07DA03,loperamide 2mg caplet,02132591,Teva-Loperamide 2mg Caplet,DNP,0.0953,M,SFC,TEV,Y
A07DA03,loperamide 2mg caplet,02183862,Imodium 2mg Caplet (discontinued),,,,,JNJ,Y
A07DA03,loperamide 2mg caplet,02212005,Apo-Loperamide 2mg Caplet (discontinued),,,,,APX,Y
A07DA03,loperamide 2mg caplet,02228351,pms-Loperamide 2mg Caplet,DNP,0.0953,M,SFC,PMS,Y
A07DA03,loperamide HCl 0.2mg/mL o/l,02016095,pms-Loperamide 0.2mg/mL O/L,DNP,0.1702,M,SFC,PMS,Y
A07DA03,loperamide HCl 0.2mg/mL o/l,02183323,Imodium 0.2mg/mL O/L (discontinued),,,,,JNJ,Y
A07DA03,,02256452,Jamp-Loperamide 2mg Tab,DNP,0.0953,P,SFC,JPC,N
A07EA02,,00579335,Cortifoam,DNP,7.4847,L,SF,PAL,N
A07EA02,,02112736,Cortenema 100mg/60mL Susp,DNP,0.1376,L,SF,ALL,N
A07EA04,,02060884,Betnesol 5mg/100mL Retention Enema,DNP,0.1241,L,SF,PAL,N
A07EA06,,02052431,Entocort 0.02mg/mL Enema,DNP,9.7144,L,SF,TPG,N
A07EA06,,02229293,Entocort 3mg Cap,DNP,1.8653,L,SF,TPG,N
A07EB01,,00500895,Nalcrom 100mg Cap,DNP,1.5755,L,SF,SAV,N
A07EC01,Children 12 Years and Under,00903449,Sulfasalazine Oral Suspension,DNP,,,F,CPD,N
A07EC01,,00598461,pms-Sulfasalazine 500mg Tab,DNP,0.2678,L,SF,PMS,N
A07EC01,,00598488,pms-Sulfasalazine EC 500mg Tab,DNP,0.4074,L,SF,PMS,N
A07EC01,,02064472,Salazopyrin 500mg Entabs,DNP,0.5151,L,SF,PFI,N
A07EC01,,02064480,Salazopyrin 500mg Tab,DNP,0.3377,L,SF,PFI,N
A07EC02,5-aminosalicylic acid 400mg tab,01997580,Asacol 400mg Tab,DNP,0.4899,M,SF,ALL,Y
A07EC02,5-aminosalicylic acid 400mg tab,02171929,Novo-5-ASA 400mg EC Tab,DNP,0.4899,M,SF,TEV,Y
A07EC02,,02099683,Pentasa 500mg Tab,DNP,0.5953,L,SF,FEI,N
A07EC02,,02112760,Salofalk 500mg Supp,DNP,1.5314,L,SF,ALL,N
A07EC02,,02112787,Salofalk 500mg Tab,DNP,0.6445,L,SF,ALL,N
A07EC02,,02112795,Salofalk 2g/60g Rectal Susp,DNP,0.0798,L,SF,ALL,N
A07EC02,,02112809,Salofalk 4g/60g Rectal Susp,DNP,0.1356,L,SF,ALL,N
A07EC02,,02153521,Pentasa 1g/100mL Rectal Susp,DNP,0.0493,L,SF,FEI,N
A07EC02,,02153556,Pentasa 4g/100mL Rectal Susp,DNP,0.0622,L,SF,FEI,N
A07EC02,,02153564,Pentasa 1g Supp,DNP,2.056,L,SF,FEI,N
A07EC02,,02242146,Salofalk 1g Supp,DNP,2.2497,L,SF,ALL,N
A07EC02,,02267217,Asacol 800 (800mg) Tab,DNP,1.1357,L,SF,ALL,N
A07EC02,,02297558,Mezavant 1.2g Tab,DNP,1.7284,L,SF,SHI,N
A07EC03,,02063808,Dipentum 250mg Cap,DNP,0.6143,L,SF,SLP,N
A07FA01,,80017987,Bacid Cap,DNP,1.02,L,SF,ERF,N
A08AB01,,02240325,Xenical 120mg Cap,,,,,HLR,N
A09AA02,,00263818,Cotazym Cap,DNP,0.2205,L,SF,FRS,N
A09AA02,,00502790,Cotazym ECS 8 Cap,DNP,0.398,L,SF,FRS,N
A09AA02,,00789429,Pancrease MT 16 Cap,DNP,2.91,L,SF,VVS,N
A09AA02,,00789437,Pancrease MT 10 Cap,DNP,1.8188,L,SF,VVS,N
A09AA02,,00789445,Pancrease MT 4 Cap,DNP,0.7274,L,SF,VVS,N
A09AA02,,00821373,Cotazym ECS 20 Cap,DNP,1.0436,L,SF,FRS,N
A09AA02,,01985205,Creon 25 Minimicrospheres,DNP,0.8507,L,SF,ABB,N
A09AA02,,02200104,Creon 10 Minimicrospheres,DNP,0.2723,L,SF,ABB,N
A09AA02,,02230019,Viokase Tab,DNP,0.267,L,SF,ALL,N
A09AA02,,02241933,Viokase 16 Tab,DNP,0.4098,L,SF,ALL,N
A09AA02,,02415194,Creon 6 Minimicrospheres,DNP,0.1703,L,SF,ABB,N
A09AA02,,02445158,Creon Minimicrospheres Micro,DNP,1.703,L,SF,BGP,N
A09AA04,,02230653,Lactaid Regular Strength Tab,,,,,JNJ,N
A10AB01,,00586714,Humulin R Insulin,DNP,2.488,L,SFD,LIL,N
A10AB01,,01959220,Humulin R Cartridges,DNP,3.254,L,SFD,LIL,N
A10AB01,,02024233,Novolin GE Toronto Insulin,DNP,2.382,L,SFD,NNO,N
A10AB01,,02024284,Novolin GE Toronto Penfill,DNP,3.118,L,SFD,NNO,N
A10AB04,,02229704,Humalog Insulin,DNP,3.023,L,E*,LIL,N
A10AB04,,02229705,Humalog Cartridges,DNP,4.004,L,E*,LIL,N
A10AB04,,02403412,Humalog KwikPen,DNP,3.9753,L,E*,LIL,N
A10AB05,,02244353,NovoRapid 100 U/mL Penfill Ins,DNP,4.082,L,SFD,NNO,N
A10AB05,,02245397,NovoRapid 100 U/mL Vial Ins,DNP,3.019,L,SFD,NNO,N
A10AB05,,02265435,NovoMix 30 Penfill,,,,,NNO,N
A10AB05,,02377209,NovoRapid Flextouch 100 U/mL Prefilled Pen,DNP,4.25,L,SFD,NNO,N
A10AB06,,02279460,Apidra 10mL Vial,DNP,2.658,L,SFD,SAV,N
A10AB06,,02279479,Apidra 3mL Cartridges,DNP,3.51,L,SFD,SAV,N
A10AB06,,02294346,Apidra Solostar 3mL Prefilled Pen,DNP,3.5433,L,SFD,SAV,N
A10AC01,,00587737,Humulin N Insulin,DNP,2.488,L,SFD,LIL,N
A10AC01,,01959239,Humulin N Cartridges,DNP,3.254,L,SFD,LIL,N
A10AC01,,02024225,Novolin GE NPH Insulin,DNP,2.436,L,SFD,NNO,N
A10AC01,,02024268,Novolin GE NPH Penfill,DNP,3.1927,L,SFD,NNO,N
A10AC01,,02403447,Humulin N KwikPen,DNP,3.254,L,SFD,LIL,N
A10AD01,,00795879,Humulin 30/70 Insulin,DNP,2.488,L,SFD,LIL,N
A10AD01,,01959212,Humulin 30/70 Cartridges,DNP,3.254,L,SFD,LIL,N
A10AD01,,02024217,Novolin GE 30/70 Insulin,DNP,2.448,L,SFD,NNO,N
A10AD01,,02024314,Novolin GE 40/60 Penfill,DNP,3.1073,L,SFD,NNO,N
A10AD01,,02024322,Novolin GE 50/50 Penfill,DNP,3.1073,L,SFD,NNO,N
A10AD01,,02025248,Novolin GE 30/70 Penfill,DNP,3.0853,L,SFD,NNO,N
A10AD04,,02240294,Humalog Mix25 Cartridges,,,,,LIL,N
A10AD04,,02240296,Humalog Mix25 Vial,,,,,LIL,N
A10AD04,,02240297,Humalog Mix50 Cartridges,,,,,LIL,N
A10AD04,,02403420,Humalog Mix25 KwikPen,,,,,LIL,N
A10AD04,,02403439,Humalog Mix50 KwikPen,,,,,LIL,N
A10AE04,,02245689,Lantus 100 U/mL Vial,DNP,6.169,L,E,SAV,N
A10AE04,,02251930,Lantus 100 U/mL Cartridge,DNP,6.19,L,E,SAV,N
A10AE04,,02294338,Lantus 100 U/mL Solostar Prefilled Pen,DNP,6.19,L,E,SAV,N
A10AE04,,02444844,Basaglar 100 U/mL Cartridge,DNP,4.6427,L,SF,LIL,N
A10AE04,,02444852,Basaglar 100 U/mL Kwikpen (discontinued),,,,,LIL,N
A10AE04,,02461528,Basaglar 100 U/mL Kwikpen,DNP,4.6427,L,SF,LIL,N
A10AE05,,02271842,Levemir 100 U/mL Penfill,DNP,7.2007,L,E,NNO,N
A10AE05,,02412829,Levemir FlexTouch 100 U/mL Prefilled Pen,DNP,7.4333,L,E,NNO,N
A10AE06,,02467879,Tresiba Flextouch 100U/mL Prefilled Pen,DNP,7.4333,L,SFD,NNO,N
A10AE06,,02467887,Tresiba Flextouch 200U/mL Prefilled Pen,DNP,14.8667,L,SFD,NNO,N
A10BA02,metformin 1000mg ER tab,02300451,Glumetza 1000mg Tab,,,,,BSL,Y
A10BA02,metformin 1000mg ER tab,02460653,Apo-Metformin ER 1000mg Tab,,,,,APX,Y
A10BA02,metformin 500mg ER tab,02268493,Glumetza 500mg Tab,,,,,BSL,Y
A10BA02,metformin 500mg ER tab,02305062,Apo-Metformin ER 500mg Tab,,,,,APX,Y
A10BA02,metformin HCl 500mg tab,02099233,Glucophage 500mg Tab,DNP,0.0247,M,SFD,SAV,Y
A10BA02,metformin HCl 500mg tab,02167786,Apo-Metformin 500mg Tab (discontinued),,,,,APX,Y
A10BA02,metformin HCl 500mg tab,02223562,pms-Metformin 500mg Tab,DNP,0.0247,M,SFD,PMS,Y
A10BA02,metformin HCl 500mg tab,02242974,ratio-Metformin 500mg Tab,DNP,0.0247,M,SFD,TEV,Y
A10BA02,metformin HCl 500mg tab,02246820,Sandoz Metformin FC 500mg Tab,DNP,0.0247,M,SFD,SDZ,Y
A10BA02,metformin HCl 500mg tab,02257726,ACT Metformin 500mg Tab,DNP,0.0247,M,SFD,ATV,Y
A10BA02,metformin HCl 500mg tab,02269031,RAN-Metformin 500mg Tab Tab,DNP,0.0247,M,SFD,RAN,Y
A10BA02,metformin HCl 500mg tab,02353377,Metformin 500mg Tab (SAS),DNP,0.0247,M,SFD,SAS,Y
A10BA02,metformin HCl 500mg tab,02380196,Jamp-Metformin 500mg Tab,DNP,0.0247,M,SFD,JPC,Y
A10BA02,metformin HCl 500mg tab,02380722,Jamp-Metformin Blackberry 500mg Tab (discontinued),,,,,JPC,Y
A10BA02,metformin HCl 500mg tab,02385341,Metformin FC 500mg Tab,DNP,0.0247,M,SFD,SIV,Y
A10BA02,metformin HCl 500mg tab,02438275,Auro-Metformin 500mg Tab,DNP,0.0247,M,SFD,ARO,Y
A10BA02,metformin HCl 850mg tab,02162849,Glucophage 850mg Tab,DNP,0.0339,M,SFD,SAV,Y
A10BA02,metformin HCl 850mg tab,02229785,Apo-Metformin 850mg Tab (discontinued),,,,,APX,Y
A10BA02,metformin HCl 850mg tab,02242589,pms-Metformin 850mg Tab,DNP,0.0339,M,SFD,PMS,Y
A10BA02,metformin HCl 850mg tab,02242931,ratio-Metformin 850mg Tab,DNP,0.0339,M,SFD,TEV,Y
A10BA02,metformin HCl 850mg tab,02246821,Sandoz Metformin FC 850mg Tab,DNP,0.0339,M,SFD,SDZ,Y
A10BA02,metformin HCl 850mg tab,02257734,ACT Metformin 850mg Tab,DNP,0.0339,M,SFD,ATV,Y
A10BA02,metformin HCl 850mg tab,02269058,RAN-Metformin 850mg Tab,DNP,0.0339,M,SFD,RAN,Y
A10BA02,metformin HCl 850mg tab,02353385,Metformin 850mg Tab (SAS),DNP,0.0339,M,SFD,SAS,Y
A10BA02,metformin HCl 850mg tab,02380218,Jamp-Metformin 850mg Tab,DNP,0.0339,M,SFD,JPC,Y
A10BA02,metformin HCl 850mg tab,02380730,Jamp-Metformin Blackberry 850mg Tab (discontinued),,,,,JPC,Y
A10BA02,metformin HCl 850mg tab,02385368,Metformin FC 850mg Tab,DNP,0.0339,M,SFD,SIV,Y
A10BA02,metformin HCl 850mg tab,02388774,MINT-Metformin 850mg Tab,,,,,MNT,Y
A10BA02,metformin HCl 850mg tab,02438283,Auro-Metformin 850mg Tab,DNP,0.0339,M,SFD,ARO,Y
A10BB01,glyburide 2.5mg tab,00720933,Euglucon 2.5mg Tab (discontinued),,,,,PMS,Y
A10BB01,glyburide 2.5mg tab,01913654,Apo-Glyburide 2.5mg Tab,DNP,0.0321,M,SFD,APX,Y
A10BB01,glyburide 2.5mg tab,01913670,Teva-Glyburide 2.5mg Tab,DNP,0.0321,M,SFD,TEV,Y
A10BB01,glyburide 2.5mg tab,02224550,Diabeta 2.5mg Tab,DNP,0.0321,M,SFD,SAV,Y
A10BB01,glyburide 2.5mg tab,02350459,Glyburide 2.5mg Tab,DNP,0.0321,M,SFD,SAS,Y
A10BB01,glyburide 5mg tab,00720941,Euglucon 5mg Tab (discontinued),,,,,PMS,Y
A10BB01,glyburide 5mg tab,01913662,Apo-Glyburide 5mg Tab,DNP,0.0573,M,SFD,APX,Y
A10BB01,glyburide 5mg tab,01913689,Teva-Glyburide 5mg Tab,DNP,0.0573,M,SFD,TEV,Y
A10BB01,glyburide 5mg tab,02224569,Diabeta 5mg Tab,DNP,0.0573,M,SFD,SAV,Y
A10BB01,glyburide 5mg tab,02350467,Glyburide 5mg Tab,DNP,0.0573,M,SFD,SAS,Y
A10BB03,tolbutamide 500mg tab,00013889,Mobenol 500mg Tab (discontinued),,,,,HOR,Y
A10BB03,tolbutamide 500mg tab,00312762,Tolbutamide 500mg Tab (discontinued),,,,,AAP,Y
A10BB09,gliclazide 30mg MR tab,02242987,Diamicron MR 30mg Tab,DNP,0.0931,M,SFD,SEV,Y
A10BB09,gliclazide 30mg MR tab,02297795,Apo-Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,APX,Y
A10BB09,gliclazide 30mg MR tab,02423286,MINT-Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,MNT,Y
A10BB09,gliclazide 30mg MR tab,02429764,ACT Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,ATV,Y
A10BB09,gliclazide 30mg MR tab,02438658,MYLAN-Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,MYL,Y
A10BB09,gliclazide 30mg MR tab,02461323,Sandoz Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,SDZ,Y
A10BB09,gliclazide 30mg MR tab,02463571,RAN-Gliclazide MR 30mg Tab,DNP,0.0931,M,SFD,RAN,Y
A10BB09,gliclazide 60mg MR tab,02356422,Diamicron MR 60mg Tab,DNP,0.0632,M,SFD,SEV,Y
A10BB09,gliclazide 60mg MR tab,02407124,Apo-Gliclazide MR 60mg Tab,DNP,0.0632,M,SFD,APX,Y
A10BB09,gliclazide 60mg MR tab,02423294,MINT-Gliclazide MR 60mg Tab,DNP,0.0632,M,SFD,MNT,Y
A10BB09,gliclazide 60mg MR tab,02439328,RAN-Gliclazide MR 60mg Tab,DNP,0.0632,M,SFD,RAN,Y
A10BB09,gliclazide 60mg MR tab,02461331,Sandoz Gliclazide MR 60mg Tab,DNP,0.0632,M,SFD,SDZ,Y
A10BB09,gliclazide 80mg tab,00765996,Diamicron 80mg Tab,DNP,0.0931,M,SFD,SEV,Y
A10BB09,gliclazide 80mg tab,02238103,Novo-Gliclazide 80mg Tab,DNP,0.0931,M,SFD,TEV,Y
A10BB09,gliclazide 80mg tab,02245247,Apo-Gliclazide 80mg Tab,DNP,0.0931,M,SFD,APX,Y
A10BB09,gliclazide 80mg tab,02287072,Gliclazide 80mg Tab,DNP,0.0931,M,SFD,SAS,Y
A10BB12,glimepiride 1mg tab,02245272,Amaryl 1mg Tab (discontinued),,,,,SAV,Y
A10BB12,glimepiride 1mg tab,02269589,Sandoz Glimepiride 1mg Tab,,,,,SDZ,Y
A10BB12,glimepiride 1mg tab,02295377,Apo-Glimepiride 1mg Tab (discontinued),,,,,APX,Y
A10BB12,glimepiride 2mg tab,02245273,Amaryl 2mg Tab (discontinued),,,,,SAV,Y
A10BB12,glimepiride 2mg tab,02269597,Sandoz Glimepiride 2mg Tab,,,,,SDZ,Y
A10BB12,glimepiride 2mg tab,02295385,Apo-Glimepiride 2mg Tab (discontinued),,,,,APX,Y
A10BB12,glimepiride 4mg tab,02245274,Amaryl 4mg Tab (discontinued),,,,,SAV,Y
A10BB12,glimepiride 4mg tab,02269619,Sandoz Glimepiride 4mg Tab,,,,,SDZ,Y
A10BB12,glimepiride 4mg tab,02295393,Apo-Glimepiride 4mg Tab (discontinued),,,,,APX,Y
A10BD07,,02333856,Janumet 50/500mg Tab,DNP,1.6555,L,E,FRS,N
A10BD07,,02333864,Janumet 50/850mg Tab,DNP,1.6555,L,E,FRS,N
A10BD07,,02333872,Janumet 50/1000mg Tab,DNP,1.6555,L,E,FRS,N
A10BD07,,02416794,Janumet 50/1000mg XR Tab,DNP,1.6555,L,E,FRS,N
A10BD10,,02389169,Komboglyze 2.5mg/500mg Tab,DNP,1.27,L,E,AZE,N
A10BD10,,02389177,Komboglyze 2.5mg/850mg Tab,DNP,1.27,L,E,AZE,N
A10BD10,,02389185,Komboglyze 2.5mg/1000mg Tab,DNP,1.27,L,E,AZE,N
A10BD11,,02403250,Jentadueto 2.5mg/500mg Tab,DNP,1.2376,L,E,BOE,N
A10BD11,,02403269,Jentadueto 2.5g/850mg Tab,DNP,1.2376,L,E,BOE,N
A10BD11,,02403277,Jentadueto 2.5mg/1000mg Tab,DNP,1.2376,L,E,BOE,N
A10BD13,,02417219,Kazano 500/12.5mg Tab,,,,,TAK,N
A10BD13,,02417227,Kazano 850/12.5mg Tab,,,,,TAK,N
A10BD13,,02417235,Kazano 1000/12.5mg Tab,,,,,TAK,N
A10BD15,,02449935,Xigduo 5mg/850mg Tab,DNP,1.225,L,E,AZE,N
A10BD15,,02449943,Xigduo 5mg/1000mg Tab,DNP,1.225,L,E,AZE,N
A10BD20,,02456575,Synjardy 5mg/500mg Tab,DNP,1.4115,L,E,BOE,N
A10BD20,,02456583,Synjardy 5mg/850mg Tab,DNP,1.4115,L,E,BOE,N
A10BD20,,02456591,Synjardy 5mg/1000mg Tab,DNP,1.4115,L,E,BOE,N
A10BD20,,02456605,Synjardy 12.5mg/500mg Tab,DNP,1.4115,L,E,BOE,N
A10BD20,,02456613,Synjardy 12.5mg/850mg Tab,DNP,1.4115,L,E,BOE,N
A10BD20,,02456621,Synjardy 12.5mg/1000mg Tab,DNP,1.4115,L,E,BOE,N
A10BF01,,02190885,Glucobay 50mg Tab,DNP,0.2695,L,SFD,BAY,N
A10BF01,,02190893,Glucobay 100mg Tab,DNP,0.3733,L,SFD,BAY,N
A10BG02,rosiglitazone 2mg tab,02241112,Avandia 2mg Tab,,,,,GSK,Y
A10BG02,rosiglitazone 2mg tab,02403366,Apo-Rosiglitazone 2mg Tab,,,,,APX,Y
A10BG02,rosiglitazone 4mg tab,02241113,Avandia 4mg Tab,,,,,GSK,Y
A10BG02,rosiglitazone 4mg tab,02403374,Apo-Rosiglitazone 4mg Tab,,,,,APX,Y
A10BG02,rosiglitazone 8mg tab,02241114,Avandia 8mg Tab,,,,,GSK,Y
A10BG02,rosiglitazone 8mg tab,02403382,Apo-Rosiglitazone 8mg Tab,,,,,APX,Y
A10BG03,pioglitazone 15mg tab,02242572,Actos 15mg Tab (discontinued),,,,,TAK,Y
A10BG03,pioglitazone 15mg tab,02274914,Novo-Pioglitazone 15mg Tab (discontinued),,,,,TEV,Y
A10BG03,pioglitazone 15mg tab,02297906,Sandoz Pioglitazone 15mg Tab,DNP,0.5946,M,E,SDZ,Y
A10BG03,pioglitazone 15mg tab,02302861,CO Pioglitazone 15mg Tab,DNP,0.5946,M,E,ATV,Y
A10BG03,pioglitazone 15mg tab,02302942,Apo-Pioglitazone 15mg Tab,DNP,0.5946,M,E,APX,Y
A10BG03,pioglitazone 15mg tab,02303442,Accel Pioglitazone 15mg Tab,,,,,ACC,Y
